filename	Polymer-Y_20260527
instrument_name	0550-1823 (192.168.0.3)
instrument_type	TGA5500
operator	Demo Operator
rundate	05/27/2026
sample_name	Polymer-Y
sample mass	10.500 mg
pan_type	Alumina
procedure_name	Char yield with gas and without air cool
proceduresegments	Ramp 10.0 C/min to 900 C; Isothermal 5.0 min
trios_version	5.1.1.46572
gas_type	N2
flow_rate	50 mL/min
[File Parameters]
Name	Polymer-Y_20260527
Instrument type	TGA5500
Instrument serial number	0550-1823 (192.168.0.3)
Instrument name	0550-1823 (192.168.0.3)
Instrument location	Lab
Company name	eConversion
Trios version	5.1.1.46572
File name	C:\Mock\Polymer-Y_20260527.tri
Run date	05/27/2026 12:00:00 PM
[Procedure]
Procedure Name	Char yield with gas and without air cool
Sample Name	Polymer-Y
Sample Mass	10.500 mg
Pan Type	Alumina
[step]
Temperature Ramp - Mock
time	temperature	weight	dta	purge_flow
8.100000e+01	8.400000e+02	3.488856e-01	2.391997e-02	5.000000e+01
8.125000e+01	8.425000e+02	3.203203e-01	4.926170e-03	5.000000e+01
8.150000e+01	8.450000e+02	2.910355e-01	-1.466374e-02	5.000000e+01
8.175000e+01	8.475000e+02	3.572079e-01	-1.438657e-02	5.000000e+01
8.200000e+01	8.500000e+02	3.285234e-01	8.898945e-04	5.000000e+01
8.225000e+01	8.525000e+02	2.752859e-01	-4.509663e-02	5.000000e+01
8.250000e+01	8.550000e+02	3.211628e-01	6.519553e-03	5.000000e+01
8.275000e+01	8.575000e+02	2.996461e-01	1.578973e-02	5.000000e+01
8.300000e+01	8.600000e+02	3.173372e-01	-4.093189e-03	5.000000e+01
8.325000e+01	8.625000e+02	3.052309e-01	-8.053156e-03	5.000000e+01
8.350000e+01	8.650000e+02	3.438434e-01	5.205578e-03	5.000000e+01
8.375000e+01	8.675000e+02	2.851110e-01	8.346728e-03	5.000000e+01
8.400000e+01	8.700000e+02	3.216655e-01	2.301637e-02	5.000000e+01
8.425000e+01	8.725000e+02	3.530980e-01	1.328699e-03	5.000000e+01
8.450000e+01	8.750000e+02	2.976338e-01	-1.298255e-02	5.000000e+01
8.475000e+01	8.775000e+02	3.194236e-01	-8.539586e-03	5.000000e+01
8.500000e+01	8.800000e+02	3.192420e-01	4.216230e-03	5.000000e+01
8.525000e+01	8.825000e+02	3.005163e-01	3.160895e-02	5.000000e+01
8.550000e+01	8.850000e+02	3.286058e-01	-5.999058e-03	5.000000e+01
8.575000e+01	8.875000e+02	3.170381e-01	-2.071072e-02	5.000000e+01
8.600000e+01	8.900000e+02	2.951809e-01	-1.711865e-02	5.000000e+01
8.625000e+01	8.925000e+02	3.520023e-01	-4.169074e-02	5.000000e+01
8.650000e+01	8.950000e+02	3.316239e-01	6.791813e-03	5.000000e+01
8.675000e+01	8.975000e+02	3.114908e-01	-2.706415e-02	5.000000e+01
